datetime,year,month,day,event,importance,actual,actual_num,forecast,forecast_num,previous,previous_num,surprise,surprise_pct
2012-12-28,2012,12,28,Chicago PMI,high,51.6,51.6,51.0,51.0,50.4,50.4,0.6000000000000014,1.1764705882352968
2012-12-28,2012,12,28,Pending Home Sales (MoM),medium,1.7%,0.017,1.0%,0.01,5.0%,0.05,0.007000000000000001,70.0
2013-01-01,2013,1,1,New Home Sales (MoM)  (Dec),medium,1.80%,0.018000000000000002,,,9.50%,0.095,,
2013-01-01,2013,1,1,Michigan Consumer Expectations  (Dec),medium,64.60,64.6,,,77.70,77.7,,
2013-01-01,2013,1,1,Michigan 5-Year Inflation Expectations  (Dec),medium,2.90%,0.028999999999999998,,,2.80%,0.027999999999999997,,
2013-01-01,2013,1,1,Housing Starts (MoM)  (Dec),medium,17.20%,0.172,,,-9.00%,-0.09,,
2013-01-01,2013,1,1,ISM Manufacturing Employment  (Dec),medium,52.20,52.2,,,48.60,48.6,,
2013-01-01,2013,1,1,Existing Home Sales (MoM)  (Dec),medium,-1.40%,-0.013999999999999999,,,3.50%,0.035,,
2013-01-01,2013,1,1,JOLTS Job Openings  (Dec),high,3.64M,3640000.0,,,3.74M,3740000.0,,
2013-01-02,2013,1,2,ISM Manufacturing PMI,high,50.7,50.7,50.3,50.3,49.5,49.5,0.4000000000000057,0.7952286282306277
2013-01-02,2013,1,2,ISM Manufacturing Prices,high,55.5,55.5,51.5,51.5,52.5,52.5,4.0,7.766990291262135
2013-01-03,2013,1,3,ADP Nonfarm Employment Change,high,215K,215000.0,133K,133000.0,148K,148000.0,82000.0,61.65413533834586
2013-01-03,2013,1,3,Initial Jobless Claims,high,372K,372000.0,355K,355000.0,362K,362000.0,17000.0,4.788732394366197
2013-01-04,2013,1,4,Unemployment Rate,high,7.8%,0.078,7.7%,0.077,7.8%,0.078,0.0010000000000000009,1.2987012987012998
2013-01-04,2013,1,4,Nonfarm Payrolls,high,155K,155000.0,150K,150000.0,161K,161000.0,5000.0,3.3333333333333335
2013-01-04,2013,1,4,Private Nonfarm Payrolls,medium,168K,168000.0,148K,148000.0,171K,171000.0,20000.0,13.513513513513514
2013-01-04,2013,1,4,U6 Unemployment Rate  (Dec),medium,14.40%,0.14400000000000002,,,14.40%,0.14400000000000002,,
2013-01-04,2013,1,4,ISM Non-Manufacturing PMI,high,56.1,56.1,54.2,54.2,54.7,54.7,1.8999999999999986,3.5055350553505504
2013-01-10,2013,1,10,Initial Jobless Claims,high,371K,371000.0,365K,365000.0,367K,367000.0,6000.0,1.643835616438356
2013-01-11,2013,1,11,Trade Balance,medium,-48.7B,-48700000000.0,-41.3B,-41300000000.0,-42.1B,-42100000000.0,-7400000000.0,-17.91767554479419
2013-01-15,2013,1,15,NY Empire State Manufacturing Index,medium,-7.78,-7.78,2.00,2.0,-7.30,-7.3,-9.780000000000001,-489.00000000000006
2013-01-17,2013,1,17,Building Permits,medium,0.903M,903000.0,0.903M,903000.0,0.900M,900000.0,0.0,0.0
2013-01-17,2013,1,17,Housing Starts,medium,0.954M,954000.0,0.890M,890000.0,0.851M,851000.0,64000.0,7.191011235955057
2013-01-17,2013,1,17,Initial Jobless Claims,high,335K,335000.0,365K,365000.0,372K,372000.0,-30000.0,-8.21917808219178
2013-01-17,2013,1,17,Philadelphia Fed Manufacturing Index,high,-5.8,-5.8,5.8,5.8,4.6,4.6,-11.6,-200.0
2013-01-18,2013,1,18,Michigan Consumer Sentiment,medium,71.3,71.3,75.0,75.0,72.9,72.9,-3.700000000000003,-4.933333333333337
2013-01-22,2013,1,22,Existing Home Sales,high,4.94M,4940000.0,5.10M,5100000.0,4.99M,4990000.0,-160000.0,-3.1372549019607843
2013-01-24,2013,1,24,Initial Jobless Claims,high,330K,330000.0,355K,355000.0,335K,335000.0,-25000.0,-7.042253521126761
2013-01-25,2013,1,25,New Home Sales,high,369K,369000.0,385K,385000.0,398K,398000.0,-16000.0,-4.1558441558441555
2013-01-28,2013,1,28,Pending Home Sales (MoM),medium,-4.3%,-0.043,0.3%,0.003,1.6%,0.016,-0.046,-1533.3333333333333
2013-01-29,2013,1,29,CB Consumer Confidence,high,58.6,58.6,64.0,64.0,66.7,66.7,-5.399999999999999,-8.437499999999998
2013-01-30,2013,1,30,ADP Nonfarm Employment Change,high,192K,192000.0,165K,165000.0,185K,185000.0,27000.0,16.363636363636363
2013-01-31,2013,1,31,Initial Jobless Claims,high,368K,368000.0,350K,350000.0,330K,330000.0,18000.0,5.142857142857142
2013-01-31,2013,1,31,Chicago PMI,high,55.6,55.6,50.5,50.5,50.0,50.0,5.100000000000001,10.099009900990103
2013-02-01,2013,2,1,ISM Manufacturing PMI,high,53.1,53.1,50.6,50.6,50.2,50.2,2.5,4.940711462450593
2013-02-01,2013,2,1,Michigan Consumer Sentiment,medium,73.8,73.8,71.5,71.5,71.3,71.3,2.299999999999997,3.216783216783213
2013-02-01,2013,2,1,Unemployment Rate,high,7.9%,0.079,7.8%,0.078,7.8%,0.078,0.0010000000000000009,1.2820512820512833
2013-02-01,2013,2,1,U6 Unemployment Rate  (Jan),medium,14.50%,0.145,,,14.40%,0.14400000000000002,,
2013-02-01,2013,2,1,Private Nonfarm Payrolls,medium,166K,166000.0,165K,165000.0,202K,202000.0,1000.0,0.6060606060606061
2013-02-01,2013,2,1,Nonfarm Payrolls,high,157K,157000.0,160K,160000.0,196K,196000.0,-3000.0,-1.875
2013-02-01,2013,2,1,ISM Manufacturing Prices,high,56.5,56.5,56.0,56.0,55.5,55.5,0.5,0.8928571428571428
2013-02-01,2013,2,1,Michigan Consumer Expectations  (Jan),medium,62.70,62.7,,,63.80,63.8,,
2013-02-01,2013,2,1,Existing Home Sales (MoM)  (Jan),medium,0.60%,0.006,,,-1.40%,-0.013999999999999999,,
2013-02-01,2013,2,1,Housing Starts (MoM)  (Jan),medium,-9.00%,-0.09,,,17.20%,0.172,,
2013-02-01,2013,2,1,New Home Sales (MoM)  (Jan),medium,10.80%,0.10800000000000001,,,1.80%,0.018000000000000002,,
2013-02-01,2013,2,1,JOLTS Job Openings  (Jan),high,3.77M,3770000.0,,,3.64M,3640000.0,,
2013-02-01,2013,2,1,Michigan 5-Year Inflation Expectations  (Jan),medium,2.90%,0.028999999999999998,,,2.90%,0.028999999999999998,,
2013-02-01,2013,2,1,ISM Manufacturing Employment  (Jan),medium,54.20,54.2,,,52.20,52.2,,
2013-02-05,2013,2,5,ISM Non-Manufacturing PMI,high,55.2,55.2,55.2,55.2,55.7,55.7,0.0,0.0
2013-02-07,2013,2,7,Nonfarm Productivity (QoQ),medium,-2.0%,-0.02,-1.3%,-0.013000000000000001,3.2%,0.032,-0.006999999999999999,-53.84615384615383
2013-02-07,2013,2,7,Unit Labor Costs (QoQ),medium,4.5%,0.045,3.0%,0.03,-2.3%,-0.023,0.015,50.0
2013-02-07,2013,2,7,Initial Jobless Claims,high,366K,366000.0,360K,360000.0,371K,371000.0,6000.0,1.6666666666666667
2013-02-08,2013,2,8,Trade Balance,medium,-38.5B,-38500000000.0,-46.0B,-46000000000.0,-48.6B,-48600000000.0,7500000000.0,16.304347826086957
2013-02-14,2013,2,14,Initial Jobless Claims,high,341K,341000.0,360K,360000.0,368K,368000.0,-19000.0,-5.277777777777778
2013-02-15,2013,2,15,NY Empire State Manufacturing Index,medium,10.04,10.04,-2.00,-2.0,-7.78,-7.78,12.04,602.0
2013-02-15,2013,2,15,Michigan Consumer Sentiment,medium,76.3,76.3,74.8,74.8,73.8,73.8,1.5,2.0053475935828877
2013-02-20,2013,2,20,Housing Starts,medium,0.890M,890000.0,0.925M,925000.0,0.973M,973000.0,-35000.0,-3.783783783783784
2013-02-20,2013,2,20,Building Permits,medium,0.925M,925000.0,0.915M,915000.0,0.909M,909000.0,10000.0,1.092896174863388
2013-02-21,2013,2,21,Philadelphia Fed Manufacturing Index,high,-12.5,-12.5,1.0,1.0,-5.8,-5.8,-13.5,-1350.0
2013-02-21,2013,2,21,Initial Jobless Claims,high,362K,362000.0,355K,355000.0,342K,342000.0,7000.0,1.971830985915493
2013-02-21,2013,2,21,Existing Home Sales,high,4.92M,4920000.0,4.90M,4900000.0,4.90M,4900000.0,20000.0,0.40816326530612246
2013-02-26,2013,2,26,CB Consumer Confidence,high,69.6,69.6,61.0,61.0,58.4,58.4,8.599999999999994,14.098360655737697
2013-02-26,2013,2,26,New Home Sales,high,437K,437000.0,381K,381000.0,378K,378000.0,56000.0,14.698162729658792
2013-02-27,2013,2,27,Pending Home Sales (MoM),medium,4.5%,0.045,1.5%,0.015,-1.9%,-0.019,0.03,200.0
2013-02-28,2013,2,28,Initial Jobless Claims,high,344K,344000.0,360K,360000.0,366K,366000.0,-16000.0,-4.444444444444445
2013-02-28,2013,2,28,Chicago PMI,high,56.8,56.8,54.3,54.3,55.6,55.6,2.5,4.6040515653775325
2013-03-01,2013,3,1,ISM Manufacturing Prices,high,61.5,61.5,57.0,57.0,56.5,56.5,4.5,7.894736842105263
2013-03-01,2013,3,1,ISM Manufacturing PMI,high,54.2,54.2,52.5,52.5,53.1,53.1,1.7000000000000028,3.2380952380952435
2013-03-01,2013,3,1,Michigan Consumer Sentiment,medium,77.6,77.6,76.3,76.3,76.3,76.3,1.2999999999999972,1.70380078636959
2013-03-01,2013,3,1,New Home Sales (MoM)  (Feb),medium,-0.70%,-0.006999999999999999,,,10.80%,0.10800000000000001,,
2013-03-01,2013,3,1,Michigan Consumer Expectations  (Feb),medium,68.70,68.7,,,66.60,66.6,,
2013-03-01,2013,3,1,ISM Manufacturing Employment  (Feb),medium,52.70,52.7,,,54.20,54.2,,
2013-03-01,2013,3,1,JOLTS Job Openings  (Feb),high,4.02M,4019999.9999999995,,,3.77M,3770000.0,,
2013-03-01,2013,3,1,Housing Starts (MoM)  (Feb),medium,9.20%,0.092,,,-9.00%,-0.09,,
2013-03-01,2013,3,1,Existing Home Sales (MoM)  (Feb),medium,2.00%,0.02,,,0.60%,0.006,,
2013-03-01,2013,3,1,Michigan 5-Year Inflation Expectations  (Feb),medium,3.00%,0.03,,,2.90%,0.028999999999999998,,
2013-03-05,2013,3,5,ISM Non-Manufacturing PMI,high,56.0,56.0,55.0,55.0,55.2,55.2,1.0,1.8181818181818181
2013-03-06,2013,3,6,ADP Nonfarm Employment Change,high,198K,198000.0,170K,170000.0,215K,215000.0,28000.0,16.470588235294116
2013-03-07,2013,3,7,Initial Jobless Claims,high,340K,340000.0,355K,355000.0,347K,347000.0,-15000.0,-4.225352112676056
2013-03-07,2013,3,7,Nonfarm Productivity (QoQ),medium,-1.9%,-0.019,-1.6%,-0.016,-2.0%,-0.02,-0.002999999999999999,-18.749999999999993
2013-03-07,2013,3,7,Trade Balance,medium,-44.5B,-44500000000.0,-42.6B,-42600000000.0,-38.1B,-38100000000.0,-1900000000.0,-4.460093896713615
2013-03-07,2013,3,7,Unit Labor Costs (QoQ),medium,4.6%,0.046,4.3%,0.043,4.5%,0.045,0.0030000000000000027,6.976744186046519
2013-03-08,2013,3,8,Nonfarm Payrolls,high,236K,236000.0,160K,160000.0,119K,119000.0,76000.0,47.5
2013-03-08,2013,3,8,Private Nonfarm Payrolls,medium,246K,246000.0,167K,167000.0,140K,140000.0,79000.0,47.30538922155689
2013-03-08,2013,3,8,U6 Unemployment Rate  (Feb),medium,14.30%,0.14300000000000002,,,14.50%,0.145,,
2013-03-08,2013,3,8,Unemployment Rate,high,7.7%,0.077,7.9%,0.079,7.9%,0.079,-0.0020000000000000018,-2.5316455696202556
2013-03-14,2013,3,14,Current Account,medium,-110.4B,-110400000000.0,-112.8B,-112800000000.0,-112.4B,-112400000000.0,2400000000.0,2.127659574468085
2013-03-14,2013,3,14,Initial Jobless Claims,high,332K,332000.0,350K,350000.0,342K,342000.0,-18000.0,-5.142857142857142
2013-03-15,2013,3,15,NY Empire State Manufacturing Index,medium,9.24,9.24,8.40,8.4,10.04,10.04,0.8399999999999999,9.999999999999998
2013-03-15,2013,3,15,Michigan Consumer Sentiment,medium,71.8,71.8,78.0,78.0,77.6,77.6,-6.200000000000003,-7.9487179487179525
2013-03-19,2013,3,19,Housing Starts,medium,0.917M,917000.0,0.915M,915000.0,0.910M,910000.0,2000.0,0.2185792349726776
2013-03-19,2013,3,19,Building Permits,medium,0.946M,946000.0,0.925M,925000.0,0.904M,904000.0,21000.0,2.27027027027027
2013-03-21,2013,3,21,Initial Jobless Claims,high,336K,336000.0,342K,342000.0,334K,334000.0,-6000.0,-1.7543859649122806
2013-03-21,2013,3,21,Existing Home Sales,high,4.98M,4980000.0,5.00M,5000000.0,4.94M,4940000.0,-20000.0,-0.4
2013-03-21,2013,3,21,Philadelphia Fed Manufacturing Index,high,2.0,2.0,-2.0,-2.0,-12.5,-12.5,4.0,200.0
2013-03-26,2013,3,26,CB Consumer Confidence,high,59.7,59.7,68.0,68.0,68.0,68.0,-8.299999999999997,-12.205882352941172
2013-03-26,2013,3,26,New Home Sales,high,411K,411000.0,422K,422000.0,431K,431000.0,-11000.0,-2.6066350710900474
2013-03-27,2013,3,27,Pending Home Sales (MoM),medium,-0.4%,-0.004,-0.2%,-0.002,3.8%,0.038,-0.002,-100.0
2013-03-28,2013,3,28,Initial Jobless Claims,high,357K,357000.0,340K,340000.0,341K,341000.0,17000.0,5.0
2013-03-28,2013,3,28,Chicago PMI,high,52.4,52.4,56.5,56.5,56.8,56.8,-4.100000000000001,-7.256637168141595
2013-03-29,2013,3,29,Michigan Consumer Sentiment,medium,78.6,78.6,72.5,72.5,71.8,71.8,6.099999999999994,8.413793103448269
2013-04-01,2013,4,1,Michigan Consumer Expectations  (Mar),medium,61.70,61.7,,,70.20,70.2,,
2013-04-01,2013,4,1,ISM Manufacturing Prices,high,54.5,54.5,59.8,59.8,61.5,61.5,-5.299999999999997,-8.862876254180598
2013-04-01,2013,4,1,ISM Manufacturing PMI,high,51.3,51.3,54.2,54.2,54.2,54.2,-2.9000000000000057,-5.350553505535065
2013-04-01,2013,4,1,Michigan 5-Year Inflation Expectations  (Mar),medium,2.80%,0.027999999999999997,,,3.00%,0.03,,
2013-04-01,2013,4,1,New Home Sales (MoM)  (Mar),medium,2.30%,0.023,,,-0.70%,-0.006999999999999999,,
2013-04-01,2013,4,1,ISM Manufacturing Employment  (Mar),medium,52.80,52.8,,,52.70,52.7,,
2013-04-01,2013,4,1,Housing Starts (MoM)  (Mar),medium,3.00%,0.03,,,9.20%,0.092,,
2013-04-01,2013,4,1,Existing Home Sales (MoM)  (Mar),medium,0.60%,0.006,,,2.00%,0.02,,
2013-04-01,2013,4,1,JOLTS Job Openings  (Mar),high,3.89M,3890000.0,,,4.02M,4019999.9999999995,,
2013-04-03,2013,4,3,ADP Nonfarm Employment Change,high,158K,158000.0,200K,200000.0,237K,237000.0,-42000.0,-21.0
2013-04-03,2013,4,3,ISM Non-Manufacturing PMI,high,54.4,54.4,55.8,55.8,56.0,56.0,-1.3999999999999986,-2.5089605734767
2013-04-04,2013,4,4,Initial Jobless Claims,high,385K,385000.0,350K,350000.0,357K,357000.0,35000.0,10.0
2013-04-05,2013,4,5,Nonfarm Payrolls,high,88K,88000.0,200K,200000.0,268K,268000.0,-112000.0,-56.00000000000001
2013-04-05,2013,4,5,Private Nonfarm Payrolls,medium,95K,95000.0,209K,209000.0,254K,254000.0,-114000.0,-54.54545454545454
2013-04-05,2013,4,5,Trade Balance,medium,-43.00B,-43000000000.0,-44.60B,-44600000000.0,-44.50B,-44500000000.0,1600000000.0,3.587443946188341
2013-04-05,2013,4,5,U6 Unemployment Rate  (Mar),medium,13.80%,0.138,,,14.30%,0.14300000000000002,,
2013-04-05,2013,4,5,Unemployment Rate,high,7.6%,0.076,7.7%,0.077,7.7%,0.077,-0.0010000000000000009,-1.2987012987012998
2013-04-11,2013,4,11,Initial Jobless Claims,high,346K,346000.0,365K,365000.0,388K,388000.0,-19000.0,-5.205479452054795
2013-04-12,2013,4,12,Michigan Consumer Sentiment,medium,72.3,72.3,78.5,78.5,78.6,78.6,-6.200000000000003,-7.898089171974526
2013-04-15,2013,4,15,NY Empire State Manufacturing Index,medium,3.05,3.05,7.00,7.0,9.24,9.24,-3.95,-56.42857142857143
2013-04-16,2013,4,16,Housing Starts,medium,1.036M,1036000.0,0.930M,930000.0,0.968M,968000.0,106000.0,11.397849462365592
2013-04-16,2013,4,16,Building Permits,medium,0.902M,902000.0,0.940M,940000.0,0.939M,939000.0,-38000.0,-4.042553191489362
2013-04-18,2013,4,18,Initial Jobless Claims,high,352K,352000.0,350K,350000.0,348K,348000.0,2000.0,0.5714285714285714
2013-04-18,2013,4,18,Philadelphia Fed Manufacturing Index,high,1.3,1.3,3.0,3.0,2.0,2.0,-1.7,-56.666666666666664
2013-04-22,2013,4,22,Existing Home Sales,high,4.92M,4920000.0,5.01M,5010000.0,4.95M,4950000.0,-90000.0,-1.7964071856287425
2013-04-23,2013,4,23,New Home Sales,high,417K,417000.0,420K,420000.0,411K,411000.0,-3000.0,-0.7142857142857143
2013-04-25,2013,4,25,Initial Jobless Claims,high,339K,339000.0,351K,351000.0,355K,355000.0,-12000.0,-3.418803418803419
2013-04-26,2013,4,26,Michigan Consumer Sentiment,medium,76.4,76.4,73.2,73.2,72.3,72.3,3.200000000000003,4.371584699453555
2013-04-29,2013,4,29,Pending Home Sales (MoM),medium,1.5%,0.015,1.0%,0.01,-1.0%,-0.01,0.004999999999999999,49.999999999999986
2013-04-30,2013,4,30,Chicago PMI,high,49.0,49.0,52.5,52.5,52.4,52.4,-3.5,-6.666666666666667
2013-04-30,2013,4,30,CB Consumer Confidence,high,68.1,68.1,60.8,60.8,61.9,61.9,7.299999999999997,12.006578947368416
2013-05-01,2013,5,1,ISM Manufacturing Prices,high,50.0,50.0,53.0,53.0,54.5,54.5,-3.0,-5.660377358490567
2013-05-01,2013,5,1,ISM Manufacturing PMI,high,50.7,50.7,50.9,50.9,51.3,51.3,-0.19999999999999574,-0.3929273084479288
2013-05-01,2013,5,1,ADP Nonfarm Employment Change,high,119K,119000.0,150K,150000.0,131K,131000.0,-31000.0,-20.666666666666668
2013-05-01,2013,5,1,New Home Sales (MoM)  (Apr),medium,0.40%,0.004,,,2.30%,0.023,,
2013-05-01,2013,5,1,Michigan Consumer Expectations  (Apr),medium,64.20,64.2,,,70.80,70.8,,
2013-05-01,2013,5,1,Existing Home Sales (MoM)  (Apr),medium,0.20%,0.002,,,0.60%,0.006,,
2013-05-01,2013,5,1,JOLTS Job Openings  (Apr),high,3.84M,3840000.0,,,3.89M,3890000.0,,
2013-05-01,2013,5,1,Housing Starts (MoM)  (Apr),medium,-17.30%,-0.17300000000000001,,,3.00%,0.03,,
2013-05-01,2013,5,1,Michigan 5-Year Inflation Expectations  (Apr),medium,2.90%,0.028999999999999998,,,2.90%,0.028999999999999998,,
2013-05-01,2013,5,1,ISM Manufacturing Employment  (Apr),medium,50.40,50.4,,,52.80,52.8,,
2013-05-02,2013,5,2,Initial Jobless Claims,high,324K,324000.0,345K,345000.0,342K,342000.0,-21000.0,-6.086956521739131
2013-05-02,2013,5,2,Nonfarm Productivity (QoQ),medium,0.7%,0.006999999999999999,1.2%,0.012,-1.7%,-0.017,-0.005000000000000001,-41.66666666666667
2013-05-02,2013,5,2,Trade Balance,medium,-38.8B,-38800000000.0,-42.0B,-42000000000.0,-43.6B,-43600000000.0,3200000000.0,7.6190476190476195
2013-05-02,2013,5,2,Unit Labor Costs (QoQ),medium,0.5%,0.005,0.7%,0.006999999999999999,4.4%,0.044000000000000004,-0.001999999999999999,-28.571428571428566
2013-05-03,2013,5,3,Nonfarm Payrolls,high,165K,165000.0,145K,145000.0,138K,138000.0,20000.0,13.793103448275861
2013-05-03,2013,5,3,Private Nonfarm Payrolls,medium,176K,176000.0,160K,160000.0,154K,154000.0,16000.0,10.0
2013-05-03,2013,5,3,U6 Unemployment Rate  (Apr),medium,14.00%,0.14,,,13.80%,0.138,,
2013-05-03,2013,5,3,Unemployment Rate,high,7.5%,0.075,7.6%,0.076,7.6%,0.076,-0.0010000000000000009,-1.3157894736842117
2013-05-03,2013,5,3,ISM Non-Manufacturing PMI,high,53.1,53.1,54.0,54.0,54.4,54.4,-0.8999999999999986,-1.6666666666666639
2013-05-09,2013,5,9,Initial Jobless Claims,high,323K,323000.0,335K,335000.0,327K,327000.0,-12000.0,-3.582089552238806
2013-05-15,2013,5,15,NY Empire State Manufacturing Index,medium,-1.43,-1.43,4.00,4.0,3.05,3.05,-5.43,-135.75
2013-05-16,2013,5,16,Philadelphia Fed Manufacturing Index,high,-5.2,-5.2,2.4,2.4,1.3,1.3,-7.6,-316.66666666666663
2013-05-16,2013,5,16,Initial Jobless Claims,high,360K,360000.0,330K,330000.0,328K,328000.0,30000.0,9.090909090909092
2013-05-16,2013,5,16,Housing Starts,medium,0.853M,853000.0,0.973M,973000.0,1.021M,1020999.9999999999,-120000.0,-12.332990750256938
2013-05-16,2013,5,16,Building Permits,medium,1.017M,1016999.9999999999,0.945M,945000.0,0.890M,890000.0,71999.99999999988,7.619047619047607
2013-05-17,2013,5,17,Michigan Consumer Sentiment,medium,83.7,83.7,78.0,78.0,76.4,76.4,5.700000000000003,7.307692307692311
2013-05-22,2013,5,22,Existing Home Sales,high,4.97M,4970000.0,4.99M,4990000.0,4.94M,4940000.0,-20000.0,-0.4008016032064128
2013-05-23,2013,5,23,Initial Jobless Claims,high,340K,340000.0,345K,345000.0,363K,363000.0,-5000.0,-1.4492753623188406
2013-05-23,2013,5,23,New Home Sales,high,454K,454000.0,425K,425000.0,444K,444000.0,29000.0,6.8235294117647065
2013-05-28,2013,5,28,CB Consumer Confidence,high,76.2,76.2,71.0,71.0,69.0,69.0,5.200000000000003,7.323943661971835
2013-05-30,2013,5,30,Initial Jobless Claims,high,354K,354000.0,340K,340000.0,344K,344000.0,14000.0,4.117647058823529
2013-05-30,2013,5,30,Pending Home Sales (MoM),medium,0.3%,0.003,1.1%,0.011000000000000001,1.5%,0.015,-0.008,-72.72727272727272
2013-05-31,2013,5,31,Chicago PMI,high,58.7,58.7,50.0,50.0,49.0,49.0,8.700000000000003,17.400000000000006
2013-05-31,2013,5,31,Michigan Consumer Sentiment,medium,84.5,84.5,83.7,83.7,83.7,83.7,0.7999999999999972,0.9557945041815976
2013-06-01,2013,6,1,Michigan Consumer Expectations  (May),medium,74.80,74.8,,,67.80,67.8,,
2013-06-01,2013,6,1,Michigan 5-Year Inflation Expectations  (May),medium,2.90%,0.028999999999999998,,,2.80%,0.027999999999999997,,
2013-06-01,2013,6,1,JOLTS Job Openings  (May),high,3.83M,3830000.0,,,3.84M,3840000.0,,
2013-06-01,2013,6,1,ISM Manufacturing Employment  (May),medium,49.50,49.5,,,50.40,50.4,,
2013-06-03,2013,6,3,ISM Manufacturing PMI,high,49.0,49.0,50.7,50.7,50.7,50.7,-1.7000000000000028,-3.3530571992110505
2013-06-03,2013,6,3,ISM Manufacturing Prices,high,49.5,49.5,49.6,49.6,50.0,50.0,-0.10000000000000142,-0.2016129032258093
2013-06-04,2013,6,4,Trade Balance,medium,-40.29B,-40290000000.0,-41.00B,-41000000000.0,-37.13B,-37130000000.0,710000000.0,1.731707317073171
2013-06-05,2013,6,5,ADP Nonfarm Employment Change,high,135K,135000.0,165K,165000.0,113K,113000.0,-30000.0,-18.181818181818183
2013-06-05,2013,6,5,Nonfarm Productivity (QoQ),medium,0.5%,0.005,0.7%,0.006999999999999999,0.7%,0.006999999999999999,-0.001999999999999999,-28.571428571428566
2013-06-05,2013,6,5,Unit Labor Costs (QoQ),medium,-4.3%,-0.043,0.5%,0.005,0.5%,0.005,-0.047999999999999994,-959.9999999999998
2013-06-05,2013,6,5,ISM Non-Manufacturing PMI,high,53.7,53.7,53.5,53.5,53.1,53.1,0.20000000000000284,0.3738317757009399
2013-06-06,2013,6,6,Initial Jobless Claims,high,346K,346000.0,345K,345000.0,357K,357000.0,1000.0,0.2898550724637681
2013-06-07,2013,6,7,Unemployment Rate,high,7.6%,0.076,7.5%,0.075,7.5%,0.075,0.0010000000000000009,1.3333333333333346
2013-06-07,2013,6,7,U6 Unemployment Rate  (May),medium,13.80%,0.138,,,14.00%,0.14,,
2013-06-07,2013,6,7,Private Nonfarm Payrolls,medium,178K,178000.0,180K,180000.0,157K,157000.0,-2000.0,-1.1111111111111112
2013-06-07,2013,6,7,Nonfarm Payrolls,high,175K,175000.0,170K,170000.0,149K,149000.0,5000.0,2.941176470588235
2013-06-13,2013,6,13,Initial Jobless Claims,high,334K,334000.0,345K,345000.0,346K,346000.0,-11000.0,-3.1884057971014492
2013-06-14,2013,6,14,Current Account,medium,-106.1B,-106100000000.0,-109.7B,-109700000000.0,-102.3B,-102300000000.0,3600000000.0,3.2816773017319965
2013-06-14,2013,6,14,Michigan Consumer Sentiment,medium,82.7,82.7,84.5,84.5,84.5,84.5,-1.7999999999999972,-2.130177514792896
2013-06-17,2013,6,17,NY Empire State Manufacturing Index,medium,7.84,7.84,-0.50,-0.5,-1.43,-1.43,8.34,1668.0
2013-06-18,2013,6,18,Building Permits,medium,0.974M,974000.0,0.975M,975000.0,1.005M,1004999.9999999999,-1000.0,-0.10256410256410256
2013-06-18,2013,6,18,Housing Starts (MoM),medium,6.8%,0.068,11.4%,0.114,-14.8%,-0.14800000000000002,-0.046,-40.35087719298245
2013-06-18,2013,6,18,Housing Starts,medium,0.914M,914000.0,0.950M,950000.0,0.856M,856000.0,-36000.0,-3.7894736842105265
2013-06-20,2013,6,20,Existing Home Sales (MoM),medium,4.2%,0.042,0.6%,0.006,0.6%,0.006,0.036000000000000004,600.0000000000001
2013-06-20,2013,6,20,Philadelphia Fed Manufacturing Index,high,12.5,12.5,-2.0,-2.0,-5.2,-5.2,14.5,725.0
2013-06-20,2013,6,20,Initial Jobless Claims,high,354K,354000.0,340K,340000.0,336K,336000.0,14000.0,4.117647058823529
2013-06-20,2013,6,20,Existing Home Sales,high,5.18M,5180000.0,5.00M,5000000.0,4.97M,4970000.0,180000.0,3.5999999999999996
2013-06-25,2013,6,25,New Home Sales (MoM),medium,2.1%,0.021,1.3%,0.013000000000000001,3.3%,0.033,0.008,61.53846153846153
2013-06-25,2013,6,25,New Home Sales,high,476K,476000.0,462K,462000.0,466K,466000.0,14000.0,3.0303030303030303
2013-06-25,2013,6,25,CB Consumer Confidence,high,81.4,81.4,75.4,75.4,74.3,74.3,6.0,7.957559681697612
2013-06-27,2013,6,27,Initial Jobless Claims,high,346K,346000.0,345K,345000.0,355K,355000.0,1000.0,0.2898550724637681
2013-06-27,2013,6,27,Pending Home Sales (MoM),medium,6.7%,0.067,1.0%,0.01,-0.5%,-0.005,0.057,570.0
2013-06-28,2013,6,28,Chicago PMI,high,51.6,51.6,56.0,56.0,58.7,58.7,-4.399999999999999,-7.857142857142854
2013-06-28,2013,6,28,Michigan Consumer Sentiment,medium,84.1,84.1,82.8,82.8,82.7,82.7,1.2999999999999972,1.5700483091787405
2013-07-01,2013,7,1,ISM Manufacturing Employment  (Jun),medium,50.80,50.8,,,49.50,49.5,,
2013-07-01,2013,7,1,JOLTS Job Openings  (Jun),high,3.86M,3860000.0,,,3.83M,3830000.0,,
2013-07-01,2013,7,1,Michigan 5-Year Inflation Expectations  (Jun),medium,2.90%,0.028999999999999998,,,2.80%,0.027999999999999997,,
2013-07-01,2013,7,1,Michigan Consumer Expectations  (Jun),medium,76.70,76.7,,,75.80,75.8,,
2013-07-01,2013,7,1,ISM Manufacturing PMI,high,50.9,50.9,50.5,50.5,49.0,49.0,0.3999999999999986,0.7920792079207893
2013-07-01,2013,7,1,ISM Manufacturing Prices,high,52.5,52.5,50.5,50.5,49.5,49.5,2.0,3.9603960396039604
